,index,mean,SE,error,lower,upper,p_value,sig,experience
0,0.0,56.448,5.493,0.123,50.481,61.084,0.0,***,0.0
1,0.0753768844221,56.63,5.455,0.122,50.785,61.309,0.0,***,0.0753768844221
2,0.150753768844,56.812,5.418,0.121,50.923,61.381,0.0,***,0.150753768844
3,0.226130653266,56.994,5.381,0.12,51.117,61.498,0.0,***,0.226130653266
4,0.301507537688,57.175,5.345,0.12,51.396,61.706,0.0,***,0.301507537688
5,0.376884422111,57.356,5.309,0.119,51.885,62.078,0.0,***,0.376884422111
6,0.452261306533,57.537,5.273,0.118,52.124,62.223,0.0,***,0.452261306533
7,0.527638190955,57.718,5.238,0.117,52.29,62.307,0.0,***,0.527638190955
8,0.603015075377,57.899,5.203,0.116,52.465,62.434,0.0,***,0.603015075377
9,0.678391959799,58.08,5.169,0.116,52.922,62.776,0.0,***,0.678391959799
10,0.753768844221,58.26,5.135,0.115,53.246,63.021,0.0,***,0.753768844221
11,0.829145728643,58.44,5.102,0.114,53.43,63.164,0.0,***,0.829145728643
12,0.904522613065,58.62,5.069,0.113,53.552,63.242,0.0,***,0.904522613065
13,0.979899497487,58.8,5.036,0.113,54.551,64.147,0.0,***,0.979899497487
14,1.05527638191,58.98,5.005,0.112,54.798,64.329,0.0,***,1.05527638191
15,1.13065326633,59.159,4.973,0.111,54.783,64.233,0.0,***,1.13065326633
16,1.20603015075,59.338,4.942,0.111,55.043,64.417,0.0,***,1.20603015075
17,1.28140703518,59.517,4.912,0.11,55.219,64.528,0.0,***,1.28140703518
18,1.3567839196,59.695,4.882,0.109,55.311,64.566,0.0,***,1.3567839196
19,1.43216080402,59.874,4.852,0.109,54.898,64.072,0.0,***,1.43216080402
20,1.50753768844,60.052,4.823,0.108,54.774,63.859,0.0,***,1.50753768844
21,1.58291457286,60.23,4.795,0.107,55.018,64.009,0.0,***,1.58291457286
22,1.65829145729,60.407,4.767,0.107,55.193,64.147,0.0,***,1.65829145729
23,1.73366834171,60.584,4.74,0.106,55.427,64.305,0.0,***,1.73366834171
24,1.80904522613,60.761,4.714,0.105,55.692,64.498,0.0,***,1.80904522613
25,1.88442211055,60.938,4.687,0.105,56.018,64.751,0.0,***,1.88442211055
26,1.95979899497,61.115,4.662,0.104,56.187,64.868,0.0,***,1.95979899497
27,2.0351758794,61.291,4.637,0.104,56.452,65.072,0.0,***,2.0351758794
28,2.11055276382,61.467,4.613,0.103,57.335,65.889,0.0,***,2.11055276382
